Id,Class,ECD (um),Count,O Wt%,Na Wt%,Mg Wt%,Al Wt%,Si Wt%,Cl Wt%,K Wt%,Ca Wt%,Ti Wt%,Fe Wt%,Cu Wt%,P Wt%,Mn Wt%,Zn Wt%,S Wt%,Cr Wt%
143,Aluminosillicates,2.187194973,55497.0,72.58573771,0.0,0.0,1.889782213,8.782109618,0.0,0.0,0.0,3.472185135,13.27018142,0.0,0.0,0.0,0.0,0.0,0.0
144,Sillica mixtures ,1.959776911,55177.0,73.0891645,0.0,4.972976074,1.240590494,10.50729603,0.0,0.0,5.209423974,0.709816301,4.270737246,0.0,0.0,0.0,0.0,0.0,0.0
146,Aluminosillicates,2.207411211,52275.0,75.64941049,0.0,3.486280516,4.329131171,10.12754664,0.0,0.0,3.288770095,0.0,3.118854202,0.0,0.0,0.0,0.0,0.0,0.0
148,Aluminosillicates,0.913100108,58325.0,81.70817494,3.346548975,0.0,3.755492717,9.601367265,0.0,0.886920467,0.701490929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Sillica mixtures ,1.349966045,55274.0,80.37772179,0.0,2.561556548,1.045754179,8.022818714,0.0,0.0,2.915195003,1.000783406,4.076179489,0.0,0.0,0.0,0.0,0.0,0.0
150,Aluminosillicates,1.662980646,54042.0,77.42258906,2.142675221,0.0,7.275506854,9.393662959,0.0,0.0,3.765566647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,Sillica mixtures ,1.288669696,56426.0,78.09759378,2.784080058,1.80213768,3.091399372,8.702947199,0.0,0.0,1.37276724,0.0,4.149072245,0.0,0.0,0.0,0.0,0.0,0.0
152,Aluminosillicates,2.657839397,60894.0,73.52786064,2.579940856,1.208633278,3.246260807,11.77221686,0.0,0.597195514,2.011820115,0.725588202,4.330478236,0.0,0.0,0.0,0.0,0.0,0.0
153,Aluminosillicates,1.917474587,53991.0,72.62922525,4.44467105,0.0,6.383547932,11.39658168,0.0,0.0,2.196302637,0.0,2.94966884,0.0,0.0,0.0,0.0,0.0,0.0
154,Sillica mixtures ,1.557588225,52505.0,76.18647218,0.0,4.051397741,0.15498437,9.490657598,0.0,0.0,3.884684294,0.598841626,5.632955581,0.0,0.0,0.0,0.0,0.0,0.0
155,Sillica mixtures ,1.698222945,56208.0,80.03801703,0.0,3.063419275,2.011596411,9.422461689,0.0,0.0,1.570941135,0.0,3.583308682,0.0,0.0,0.0,0.310260127,0.0,0.0
156,Metallic Fe,0.629582251,61168.0,77.71441936,0.0,0.0,0.0,1.074435096,0.0,0.0,0.0,8.731365949,12.47977093,0.0,0.0,0.0,0.0,0.0,0.0
157,Metallic Fe,0.730105769,54585.0,73.34774733,0.0,0.0,0.0,2.996003814,0.0,0.0,0.0,2.620997094,21.035254,0.0,0.0,0.0,0.0,0.0,0.0
158,Aluminosillicates+NaCl,2.702883528,56827.0,75.21256208,2.125338092,0.0,8.108151704,9.307611734,0.376043515,0.0,3.27819027,0.389914354,1.202181913,0.0,0.0,0.0,0.0,0.0,0.0
159,Sillica mixtures ,0.432200015,60866.0,79.57828641,0.0,3.112981096,1.907560602,9.518022835,0.0,0.0,2.593730204,0.0,3.289424628,0.0,0.0,0.0,0.0,0.0,0.0
160,Sillica mixtures ,0.384799527,56884.0,85.23406982,0.0,0.0,1.78736262,5.027468503,0.0,0.0,1.01515213,2.911702543,4.024241865,0.0,0.0,0.0,0.0,0.0,0.0
161,Sillica mixtures ,0.683368226,57401.0,83.60816836,0.0,0.0,3.856924549,7.152454555,0.0,0.0,1.37159517,0.0,4.010859877,0.0,0.0,0.0,0.0,0.0,0.0
162,Metallic Fe,1.709586894,53803.0,67.34450459,0.0,0.0,1.390038896,2.757901885,0.0,0.0,0.0,5.749557912,22.75799811,0.0,0.0,0.0,0.0,0.0,0.0
163,Aluminosillicates,2.162053965,55080.0,74.26022887,4.542957619,0.0,5.611814559,11.83854789,0.0,0.0,2.40741279,0.371875358,0.967172068,0.0,0.0,0.0,0.0,0.0,0.0
164,Sillica mixtures ,1.944021414,60108.0,73.00296426,1.12333633,0.872800313,1.208129991,6.671524793,0.0,0.581097882,0.716277771,6.074630469,8.990605175,0.758638186,0.0,0.0,0.0,0.0,0.0
165,Aluminosillicates,0.828058652,58838.0,80.50136566,2.621765435,0.0,4.678260162,9.343669564,0.0,0.0,1.704569161,0.0,1.150374953,0.0,0.0,0.0,0.0,0.0,0.0
166,Sillica mixtures ,0.674983023,60472.0,82.6559484,0.0,1.947793737,2.154949307,7.946390659,0.0,0.0,1.554137934,0.0,3.74077484,0.0,0.0,0.0,0.0,0.0,0.0
167,Metallic Fe,0.681699437,59865.0,74.52989221,0.0,0.0,0.0,1.830124855,0.0,0.0,0.0,4.689492285,18.95049065,0.0,0.0,0.0,0.0,0.0,0.0
168,Aluminosillicates,0.53787296,56646.0,79.93545532,3.84279713,0.0,4.844401032,10.09635851,0.0,0.0,1.280997787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Sillica mixtures ,1.464884228,58522.0,76.78061128,0.0,3.949953243,1.691648737,8.217475563,0.0,0.0,3.186827898,0.829441473,5.344043672,0.0,0.0,0.0,0.0,0.0,0.0
170,Sillica mixtures ,2.142473095,57895.0,76.67556405,0.0,2.07339786,1.520748716,9.957679361,0.0,0.0,2.088265307,1.525485329,6.158863753,0.0,0.0,0.0,0.0,0.0,0.0
171,Sillica mixtures ,1.094638512,55208.0,79.10692692,2.257039025,1.608242467,2.882167511,9.657471627,0.0,0.0,1.79552678,0.0,2.692621574,0.0,0.0,0.0,0.0,0.0,0.0
172,Aluminosillicates,0.798650683,55350.0,79.264009,3.423855081,0.0,5.894908682,9.451877326,0.0,0.0,1.965346374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Aluminosillicates,1.112186877,59650.0,80.76660037,2.430675924,0.0,6.033026427,8.650571108,0.0,0.0,2.119132876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,Sillica mixtures ,0.967606467,54431.0,79.76471186,2.144850232,0.0,1.66588854,9.612135589,0.0,0.643716333,1.909389347,0.0,4.259310663,0.0,0.0,0.0,0.0,0.0,0.0
178,Aluminosillicates,0.500580807,57675.0,81.10902309,2.656353638,0.0,4.997273535,9.862671047,0.0,1.374685951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,Aluminosillicates,2.874825516,54208.0,72.64116406,2.284095623,1.53152626,4.177749157,10.28504968,0.0,0.0,2.544524334,1.141179632,5.394719169,0.0,0.0,0.0,0.0,0.0,0.0
180,Aluminosillicates,3.444728755,60148.0,76.4596045,1.892654225,0.924516562,2.417146042,7.726933062,0.0,0.431062654,0.743294274,1.862901263,7.541885972,0.0,0.0,0.0,0.0,0.0,0.0
181,Aluminosillicates,1.466438482,55682.0,78.35237384,3.252661228,0.0,3.997690231,10.93057767,0.0,0.0,1.503433939,0.0,1.963247359,0.0,0.0,0.0,0.0,0.0,0.0
182,Sillica mixtures ,0.690003025,57212.0,79.4419229,0.0,4.69331108,0.0,9.09929499,0.0,0.0,3.768352792,0.0,2.997118048,0.0,0.0,0.0,0.0,0.0,0.0
183,Aluminosillicates,2.39119345,58641.0,77.26528645,1.853797399,0.0,3.058015183,6.670544297,0.0,0.0,1.713572443,4.136099294,5.302679539,0.0,0.0,0.0,0.0,0.0,0.0
184,Aluminosillicates,1.484195425,58110.0,75.80682635,1.984426379,2.111571655,4.708568379,9.412667155,0.0,0.0,2.38170363,0.0,3.59422937,0.0,0.0,0.0,0.0,0.0,0.0
185,Sillica mixtures ,1.274449457,55620.0,79.62804437,0.0,4.220073298,0.047588101,8.0703713,0.0,0.0,3.672445938,0.688811857,3.672660142,0.0,0.0,0.0,0.0,0.0,0.0
186,Sillica mixtures ,0.467641956,57877.0,83.41152668,0.0,3.84212248,0.0,7.530529797,0.0,0.0,2.876204625,0.0,2.339619771,0.0,0.0,0.0,0.0,0.0,0.0
187,Aluminosillicates,3.638653112,55775.0,70.37568092,3.173556551,3.257476911,3.668777645,11.55492887,0.0,0.523706339,2.358845435,0.716397306,4.370636865,0.0,0.0,0.0,0.0,0.0,0.0
188,Aluminosillicates,1.191302011,53638.0,75.97479224,2.75750868,0.0,4.222670197,10.00511944,0.0,0.0,1.633257419,0.0,1.586683095,0.0,0.0,0.0,0.0,0.0,0.0
189,Aluminosillicates,1.399674586,56893.0,76.60999894,0.0,3.290819377,3.451910242,10.54960042,0.0,0.0,2.958869189,0.0,3.138818592,0.0,0.0,0.0,0.0,0.0,0.0
190,Aluminosillicates,3.162711445,58409.0,71.69309258,4.037564993,0.0,4.342079908,15.66115916,0.0,1.123997476,1.142686233,0.0,1.999423467,0.0,0.0,0.0,0.0,0.0,0.0
191,Sillica mixtures ,0.396462757,55932.0,85.70744991,0.0,0.0,0.0,9.243088961,0.0,0.0,0.0,0.0,5.049457401,0.0,0.0,0.0,0.0,0.0,0.0
192,Sillica mixtures ,0.496009197,54139.0,84.07471776,0.0,0.0,3.740081564,12.18520701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,Sillica mixtures ,1.384949371,54736.0,74.68389273,0.0,6.355790794,0.0,10.64400524,0.0,0.0,4.442660883,0.0,3.873642907,0.0,0.0,0.0,0.0,0.0,0.0
194,Sillica mixtures ,0.816980445,52819.0,81.44148588,3.340457752,0.0,3.048755601,10.09635404,0.0,0.0,0.0,0.0,2.072939277,0.0,0.0,0.0,0.0,0.0,0.0
195,Aluminosillicates,1.307099003,62426.0,74.09197092,4.388542846,0.0,6.618217379,11.80145144,0.0,0.0,2.602016926,0.0,0.497803604,0.0,0.0,0.0,0.0,0.0,0.0
196,Sillica mixtures ,0.759168382,54062.0,75.83966851,1.654421166,1.434127055,0.997034181,8.097273856,0.0,0.42524077,1.35085918,1.827209257,8.374170959,0.0,0.0,0.0,0.0,0.0,0.0
197,Sillica mixtures ,1.471091392,59209.0,79.28025723,2.66708266,0.0,1.824860275,13.12493533,0.0,0.808907859,1.354204398,0.0,0.939766504,0.0,0.0,0.0,0.0,0.0,0.0
198,Sillica mixtures ,2.277505146,59492.0,78.70998383,0.0,4.083026201,0.782672688,7.464452088,0.0,0.0,1.759458706,0.656608772,6.543816626,0.0,0.0,0.0,0.0,0.0,0.0
199,Aluminosillicates,0.554555141,54879.0,79.90080118,3.293767199,0.0,5.948288739,8.969090879,0.0,0.0,1.888057962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,Sillica mixtures ,0.765146178,57475.0,83.51883888,3.065432608,0.0,1.262447238,8.909819275,0.0,0.0,1.10097304,0.0,2.142487094,0.0,0.0,0.0,0.0,0.0,0.0
201,Sillica mixtures ,1.083132198,61223.0,80.8108151,4.270632938,0.0,2.872187644,9.129920602,0.0,0.0,1.109828241,0.0,1.806623302,0.0,0.0,0.0,0.0,0.0,0.0
202,Sillica mixtures ,0.643892766,56938.0,78.77937555,2.274650149,0.0,3.520193696,9.768167883,0.0,0.0,1.464220788,0.0,4.193397611,0.0,0.0,0.0,0.0,0.0,0.0
203,Sillica mixtures ,1.834911272,54389.0,67.94639826,0.0,10.15736014,0.0,8.743993938,0.0,0.0,0.0,0.0,13.15224916,0.0,0.0,0.0,0.0,0.0,0.0
204,Sillica mixtures ,0.353964083,57145.0,84.43080187,0.0,0.0,0.0,5.724055693,0.0,0.0,0.0,0.0,9.845138341,0.0,0.0,0.0,0.0,0.0,0.0
205,Metallic Fe,1.294841943,55778.0,70.32728195,0.0,0.0,0.937233679,1.477640308,0.0,0.0,0.432383269,3.317800909,23.50765467,0.0,0.0,0.0,0.0,0.0,0.0
206,Sillica mixtures ,0.509601007,57126.0,91.81632996,0.0,0.0,0.0,8.183670789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,Sillica mixtures ,0.794360675,60705.0,84.56300497,0.0,3.146025911,0.0,9.205810726,0.0,0.0,0.917598139,0.0,2.167558298,0.0,0.0,0.0,0.0,0.0,0.0
208,Sillica mixtures ,1.75755003,59383.0,77.9438436,0.0,0.0,1.293514855,9.517339617,0.0,0.0,1.089250669,0.0,8.550770581,1.60527844,0.0,0.0,0.0,0.0,0.0
209,Sillica mixtures ,0.450269837,57168.0,86.81303263,0.0,0.0,0.0,6.232998148,0.0,0.0,0.0,0.0,6.953966618,0.0,0.0,0.0,0.0,0.0,0.0
210,Aluminosillicates,2.369180794,53608.0,73.7590611,4.541765526,0.0,6.410049647,12.17847615,0.0,0.0,2.466601506,0.0,0.644059433,0.0,0.0,0.0,0.0,0.0,0.0
211,Aluminosillicates,2.176754841,55611.0,74.03289676,6.101105735,0.0,5.320519209,12.71231771,0.0,1.83316078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Sillica mixtures ,0.407792545,55775.0,82.96775222,3.753444552,0.0,2.211095393,9.600462765,0.0,0.0,1.467239857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Aluminosillicates,1.574317414,58640.0,75.62247515,2.285327017,0.984745938,2.723477967,10.81142873,0.0,0.532732625,1.844735816,0.712489663,4.482578859,0.0,0.0,0.0,0.0,0.0,0.0
214,Sillica mixtures ,1.035829571,52553.0,77.5336802,6.707302481,0.0,3.246748447,12.51226515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Aluminosillicates,2.270994398,54376.0,74.55454469,5.207660049,0.0,5.332515016,12.50129342,0.0,1.981878653,0.422098301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Aluminosillicates,1.608670202,54924.0,77.16998458,0.0,1.73627995,4.526108876,11.17760465,0.0,0.0,2.868131548,0.0,2.521902695,0.0,0.0,0.0,0.0,0.0,0.0
217,Sillica mixtures ,0.470071281,55679.0,81.12735748,0.0,1.986504905,2.512163855,8.652136475,0.0,0.0,1.447274629,0.0,4.274554178,0.0,0.0,0.0,0.0,0.0,0.0
218,Sillica mixtures ,0.791487752,55140.0,83.52433443,0.0,1.85492076,0.0,7.653427124,0.0,0.0,1.667409763,0.0,5.29990606,0.0,0.0,0.0,0.0,0.0,0.0
219,Aluminosillicates,1.496423813,59049.0,77.65232325,3.799634427,0.0,4.966904595,11.59385219,0.0,0.0,1.987293921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,Sillica mixtures ,0.834907889,60386.0,81.29380941,0.0,2.027741633,1.367878169,7.863201946,0.0,0.0,2.109560929,0.0,5.337808281,0.0,0.0,0.0,0.0,0.0,0.0
221,Sillica mixtures ,0.974643698,54018.0,80.46369553,0.0,4.786965623,0.0,8.738183975,0.0,0.0,3.415554389,0.0,2.595609426,0.0,0.0,0.0,0.0,0.0,0.0
222,Sillica mixtures ,0.988567885,53425.0,76.15447044,0.0,7.527135313,0.0,8.463667333,0.0,0.0,1.06093511,0.0,6.793798506,0.0,0.0,0.0,0.0,0.0,0.0
223,Aluminosillicates,1.865690193,60829.0,74.05905128,2.223542146,1.494301669,3.255423158,9.942996502,0.0,0.527497847,2.310908586,0.966357812,5.219929293,0.0,0.0,0.0,0.0,0.0,0.0
224,Sillica mixtures ,0.445181879,60491.0,81.56801462,4.792695865,0.0,3.365922719,10.2733694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Sillica mixtures ,1.233576487,53178.0,80.71667552,0.0,2.267005295,2.018174529,8.85194391,0.0,0.0,2.69461032,0.669423817,2.782163024,0.0,0.0,0.0,0.0,0.0,0.0
226,Sillica,0.642121393,56208.0,84.93449092,0.0,0.0,0.0,15.06551504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Aluminosillicates,0.880070189,52845.0,79.09203768,2.493216656,1.319463458,4.175404832,9.212078899,0.0,0.0,1.702328213,0.0,2.005472407,0.0,0.0,0.0,0.0,0.0,0.0
228,Aluminosillicates,0.966428614,53986.0,77.27141976,6.227032468,0.0,3.928402811,10.74650884,0.0,0.922660716,0.0,0.0,0.903987605,0.0,0.0,0.0,0.0,0.0,0.0
229,Sillica mixtures ,0.531482163,58665.0,83.08087587,0.0,4.077317938,0.0,7.515042275,0.0,0.0,3.121482208,0.0,2.205273323,0.0,0.0,0.0,0.0,0.0,0.0
230,Aluminosillicates,3.112981892,57926.0,75.97975731,1.557664946,1.885654218,2.874694392,7.582061738,0.0,0.0,1.71758309,3.268614411,5.133973435,0.0,0.0,0.0,0.0,0.0,0.0
231,Aluminosillicates,2.527358536,60066.0,73.38414192,1.256737206,3.475579619,4.474849626,11.01482511,0.0,0.0,2.943622321,0.0,3.450241312,0.0,0.0,0.0,0.0,0.0,0.0
232,Aluminosillicates,1.314051706,54946.0,79.63795066,2.680085599,0.0,4.431333393,9.820836782,0.0,0.683879759,0.69289105,0.0,2.053031139,0.0,0.0,0.0,0.0,0.0,0.0
233,Sillica mixtures ,0.894193297,53275.0,82.20233321,0.0,1.654851623,0.194449537,9.720865637,0.0,0.0,1.970242709,0.0,4.257258028,0.0,0.0,0.0,0.0,0.0,0.0
234,Aluminosillicates,2.826075808,53402.0,76.24093294,2.411883883,2.174101584,4.170655087,8.387110382,0.0,0.0,1.64028313,0.744774844,4.230264947,0.0,0.0,0.0,0.0,0.0,0.0
235,Aluminosillicates,6.974570536,63958.0,69.62944269,2.471302636,1.982713677,3.469204158,12.16098219,0.0,0.481273187,2.837483585,1.368017774,5.599578843,0.0,0.0,0.0,0.0,0.0,0.0
236,Aluminosillicates,0.664781181,54353.0,83.16370249,0.0,0.0,5.274356157,9.885405749,0.0,0.0,1.676540822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Aluminosillicates,2.131813959,54654.0,75.19717216,1.775912009,2.148683555,3.415747732,11.46925166,0.0,0.0,2.54800152,0.0,3.445228934,0.0,0.0,0.0,0.0,0.0,0.0
238,Sillica mixtures ,1.218713577,55282.0,76.92300081,0.0,3.803255036,0.295862858,8.825112134,0.0,0.0,4.472530261,0.638282578,5.041947961,0.0,0.0,0.0,0.0,0.0,0.0
239,Sillica mixtures ,0.410576144,57296.0,81.28765225,0.0,0.0,0.0,6.223951653,0.0,0.0,1.305044815,0.0,4.954599217,1.980295219,0.0,0.0,0.0,0.0,0.0
240,Sillica mixtures ,0.574727334,52756.0,74.62195754,0.0,9.131199867,0.499485992,8.626157045,0.0,0.0,0.0,0.0,7.121197879,0.0,0.0,0.0,0.0,0.0,0.0
241,Aluminosillicates,1.786474902,58605.0,76.18201375,2.507687919,0.0,6.486317515,11.63049787,0.0,0.0,2.441106364,0.0,0.752376905,0.0,0.0,0.0,0.0,0.0,0.0
242,Sillica mixtures ,0.725410507,56927.0,84.67718959,3.520901874,0.0,1.076079998,8.70905742,0.0,2.016770281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Aluminosillicates,1.698222945,62271.0,78.1056881,3.314362839,0.0,3.632197157,12.2506462,0.0,1.32433977,0.0,0.0,1.372766402,0.0,0.0,0.0,0.0,0.0,0.0
244,Aluminosillicates,3.413172308,51578.0,70.08948326,4.356147349,0.0,8.130203187,14.01121318,0.0,0.0,3.412949666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Metallic Fe,0.390674669,55498.0,79.34923172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.041195869,17.60957986,0.0,0.0,0.0,0.0,0.0,0.0
246,Sillica mixtures ,0.94858532,56292.0,80.74368238,0.0,3.949578479,0.060745096,7.497094572,0.0,0.0,3.553284332,0.920320954,3.275284916,0.0,0.0,0.0,0.0,0.0,0.0
247,Aluminosillicates,0.686693639,56754.0,80.44579029,4.680105299,0.0,3.744446114,9.421359748,0.0,0.0,1.708300412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Sillica mixtures ,1.442948893,55839.0,75.72771311,0.0,6.909807771,0.0,10.34882143,0.0,0.0,2.820303291,0.0,4.193340242,0.0,0.0,0.0,0.0,0.0,0.0
249,Metallic Fe,0.384799527,54266.0,83.0432713,0.0,0.0,0.0,3.774515912,0.0,0.0,0.0,0.0,13.18221241,0.0,0.0,0.0,0.0,0.0,0.0
250,Sillica mixtures ,3.138852497,55770.0,72.89204597,0.98817395,4.552934691,1.815151796,10.86053625,0.0,0.0,5.259432644,0.0,3.631732985,0.0,0.0,0.0,0.0,0.0,0.0
251,Aluminosillicates,2.112491984,60863.0,72.72863984,1.884002797,2.058198117,2.773948386,10.78668535,0.0,0.430531427,2.664292231,1.280615665,5.393091217,0.0,0.0,0.0,0.0,0.0,0.0
252,Sillica mixtures ,1.561240254,56022.0,76.53467655,1.803585142,2.33435519,1.488802768,11.00920364,0.0,0.0,2.705565467,0.0,4.123826697,0.0,0.0,0.0,0.0,0.0,0.0
253,Sillica mixtures ,1.214031602,60298.0,79.35300469,1.483729761,0.0,0.831268635,17.06984043,0.0,0.0,0.0,0.0,0.0,1.262160018,0.0,0.0,0.0,0.0,0.0
254,Aluminosillicates,1.879073209,56325.0,72.86444902,2.43390426,2.331426181,3.975738212,11.4530839,0.0,0.0,2.814313956,0.0,4.127082229,0.0,0.0,0.0,0.0,0.0,0.0
255,Sillica mixtures ,0.849781912,59231.0,79.43523526,0.0,4.289377481,0.333900377,8.009351045,0.0,0.0,4.150167853,0.885073282,2.896905132,0.0,0.0,0.0,0.0,0.0,0.0
256,Sillica mixtures ,0.357167443,56667.0,87.16722131,0.0,0.0,2.578888088,8.144772053,0.0,0.0,2.109126002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Aluminosillicates,1.491086233,52733.0,77.86283493,3.912250698,0.0,4.515654221,10.3767857,0.0,0.0,2.535015717,0.0,0.797459483,0.0,0.0,0.0,0.0,0.0,0.0
258,Sillica mixtures ,1.237264317,55193.0,79.35379148,0.0,1.20832203,0.313272374,9.025029093,0.0,0.0,1.294738147,1.114350744,7.690488547,0.0,0.0,0.0,0.0,0.0,0.0
259,Sillica mixtures ,0.505111042,58543.0,80.50134778,0.0,3.71889174,0.0,9.224707633,0.0,0.0,3.166113421,0.0,3.388933465,0.0,0.0,0.0,0.0,0.0,0.0
260,Aluminosillicates,0.745543116,59717.0,80.54615855,0.0,2.125682123,4.831589013,8.093687147,0.0,0.0,2.007829957,0.0,2.39505358,0.0,0.0,0.0,0.0,0.0,0.0
261,Aluminosillicates,2.094623603,52050.0,74.60512519,3.484067321,1.032277942,5.079112574,11.84221432,0.0,0.0,1.786532067,0.0,1.241555158,0.929127168,0.0,0.0,0.0,0.0,0.0
262,Sillica mixtures ,2.233061749,61206.0,76.62623525,2.131198719,2.372293547,1.997962967,9.699592739,0.0,0.909864064,1.70633588,0.0,4.556519911,0.0,0.0,0.0,0.0,0.0,0.0
263,Aluminosillicates,1.038026455,58759.0,75.92198253,0.0,2.92415563,2.535330877,6.16879873,0.0,0.0,2.800273709,1.528806984,8.120648563,0.0,0.0,0.0,0.0,0.0,0.0
264,Aluminosillicates,5.925259179,60580.0,68.52089763,2.115547284,2.207757533,3.700586036,13.26895952,0.0,0.497182691,3.411735222,1.132511906,5.144826323,0.0,0.0,0.0,0.0,0.0,0.0
265,Aluminosillicates,1.073626222,56186.0,79.47063446,4.179818183,0.0,4.232081771,9.942157567,0.0,0.0,2.175316587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Sillica mixtures ,0.470071281,58198.0,87.93461323,0.0,0.0,2.62311995,9.442264587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Aluminosillicates,1.656117304,54240.0,75.64163804,2.11526677,1.066292357,5.140899122,10.52673608,0.0,0.0,3.152055293,0.0,2.35710945,0.0,0.0,0.0,0.0,0.0,0.0
269,Sillica mixtures ,0.923025401,53795.0,80.08932471,3.983061388,0.0,2.482560463,11.39934137,0.0,1.073675882,0.0,0.0,0.972025655,0.0,0.0,0.0,0.0,0.0,0.0
270,Sillica mixtures ,1.777526492,58103.0,74.60380197,0.0,6.70363009,0.29667099,11.00999117,0.0,0.0,5.142234266,0.0,2.2436684,0.0,0.0,0.0,0.0,0.0,0.0
271,Aluminosillicates,2.868082211,57505.0,76.1121273,1.647011563,1.27277365,3.449932858,12.30237111,0.0,0.794338807,1.151287369,0.454690913,2.815458737,0.0,0.0,0.0,0.0,0.0,0.0
272,Aluminosillicates,4.226331693,60056.0,71.46700025,0.0,4.253840074,1.588635519,11.97817102,0.0,0.0,4.768073931,0.549162505,5.395119637,0.0,0.0,0.0,0.0,0.0,0.0
273,Aluminosillicates,2.85414877,62255.0,72.57711887,0.0,4.358786345,2.732719667,11.16633564,0.0,0.0,4.106140137,0.0,5.058897287,0.0,0.0,0.0,0.0,0.0,0.0
274,Oxygen only,0.309316079,58323.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Mainly O,0.410576144,56351.0,95.70729136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.292706028,0.0
276,Aluminosillicates,0.452792377,53202.0,80.44196963,2.831578068,0.0,4.815898463,10.55624187,0.0,0.0,0.0,0.0,1.354319975,0.0,0.0,0.0,0.0,0.0,0.0
277,Oxygen only,0.40216755,54486.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Aluminosillicates,1.314918209,55178.0,76.94042921,0.0,3.693344444,3.376936167,7.623416185,0.0,0.0,0.0,0.0,6.480300426,0.0,0.0,0.0,0.0,0.0,0.0
279,Oxygen only,0.316595101,58353.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Sillica mixtures ,1.019202013,61201.0,77.46060491,0.0,3.170284256,2.874350548,9.589652717,0.0,0.0,3.332173824,0.0,3.572927415,0.0,0.0,0.0,0.0,0.0,0.0
281,Aluminosillicates,0.860437901,54094.0,84.82826948,0.0,0.0,4.663213342,7.958839834,0.0,0.0,2.549678273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Sillica,1.622067205,59458.0,83.14645886,0.0,0.0,0.0,16.85354561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Aluminosillicates,2.357614342,57793.0,74.52207208,1.813506335,3.039323539,3.197040781,10.3571862,0.0,0.0,1.885504834,0.866522547,4.31884788,0.0,0.0,0.0,0.0,0.0,0.0
285,Sillica mixtures ,0.426896747,55774.0,85.99919081,0.0,0.0,1.320274547,7.503020763,0.0,0.0,1.879125647,0.0,0.0,3.298390284,0.0,0.0,0.0,0.0,0.0
286,False Si ,0.334099551,59565.0,94.53848004,0.0,0.0,0.0,5.461528152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Sillica mixtures ,0.680026552,59949.0,80.32290339,5.66881299,0.0,2.351512015,11.65677011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Oxygen only,0.323710486,54478.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Sillica mixtures ,0.445181879,54105.0,85.19497514,0.0,0.0,0.070947292,6.521023065,0.0,0.0,0.0,0.0,8.213056624,0.0,0.0,0.0,0.0,0.0,0.0
295,Sillica mixtures ,0.971131457,57782.0,78.91678214,0.0,3.7295416,2.117022686,8.10533464,0.0,0.0,2.968265489,0.0,4.163053632,0.0,0.0,0.0,0.0,0.0,0.0
