Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,,,,,,,,,,
84,Sillica mixtures ,,0.789013028,2.074634298,0.704192461,1.002298652,1.272277024,6.87762614,-11.42564847,53538,80.25851846,1.477836538,,,2.956924401,0.407216512,1.714138687,1.546052285,8.870615065,0.451684278,,,,,2.678273991,0.259504886,,,3.521526977,0.378135499,,,,,,,,,,,,
85,Aluminosillicates,Si rich,9.50930667,1.337575934,3.269975553,3.479601313,1.256495501,6.871061903,-11.42313134,60835,69.87835169,0.949047133,3.134422377,0.30608559,2.37922743,0.210714922,4.398539662,0.883822236,13.37346286,0.379572273,,,,,3.722547367,0.171691575,0.371534075,0.103397644,2.741915733,0.204555411,,,,,,,,,,,,
86,Aluminosillicates,Si rich,0.230799729,1.284470271,0.511196837,0.542091636,1.128415849,6.871248084,-11.41513633,57523,83.55404139,1.961205155,,,,,7.084171474,2.048855089,7.127301395,0.525778159,,,,,2.234487422,0.33288952,,,,,,,,,,,,,,,,
87,Oxygen only,,0.121661873,1.592318694,0.356391624,0.393579353,1.304257783,6.866965265,-11.41176601,59219,100,0.001268472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Aluminosillicates,Si rich,2.730235556,1.765816567,1.494501682,1.864468792,1.34564795,6.921563871,-11.43718004,61906,78.11392546,1.240503509,2.837724239,0.493879989,,,4.589622095,1.237706654,10.2587238,0.387332845,,,,,2.231591009,0.18260401,,,0.891286414,0.218735356,1.077128015,0.319250417,,,,,,,,,,
89,Aluminosillicates,Si rich,5.659066227,1.166055127,2.656723209,2.684277725,1.889699731,6.924385254,-11.43319505,62077,76.50085688,1.080352068,2.441633679,0.40389928,0.769458339,0.245905574,4.359104484,1.008078456,9.23846066,0.352210458,,,,,1.498941053,0.154169626,0.929742772,0.165051548,4.261801764,0.290214317,,,,,,,,,,,,
90,Aluminosillicates,Si rich,3.147106384,1.271338053,2.025404424,2.001754306,1.425546946,6.918165027,-11.43245337,55961,73.54369164,1.086535398,2.586137876,0.364387175,,,8.940280974,1.096223947,11.15929633,0.37928964,,,,,3.770596907,0.200693053,,,,,,,,,,,,,,,,
91,Sillica mixtures ,,0.121661873,1.317610951,0.358912877,0.393579353,1.024776249,6.888298969,-11.43140586,59335,87.78982759,1.308108959,,,,,,,5.420736969,0.820787717,,,,,,,,,6.789431721,1.066167466,,,,,,,,,,,,
92,Metallic Fe,,0.295208956,1.314577459,0.561929019,0.613083776,1.035292427,6.895488839,-11.43112931,54638,71.0395515,1.154998504,,,2.327878587,0.589688774,,,1.49098048,0.333886221,,,,,,,1.987871528,0.304316357,23.15371782,0.936150178,,,,,,,,,,,,
93,Sillica mixtures ,,0.125240163,1.171570311,0.388822284,0.399325341,0.995496927,6.88706978,-11.43060608,53510,88.37013841,1.232148055,,,,,,,5.988581106,0.767639093,,,,,,,,,5.641280487,1.004697196,,,,,,,,,,,,
94,Aluminosillicates,Si rich,0.322046134,1.567404447,0.539716211,0.64034512,1.145810601,6.89585613,-11.4268983,56423,82.25286603,2.045577951,3.136861697,0.85489722,,,4.798275605,2.062662132,8.173912019,0.55513531,,,,,1.638086885,0.316550606,,,,,,,,,,,,,,,,
95,Aluminosillicates,Si rich,2.014577481,1.253817661,1.654413584,1.601574136,2.096732671,6.890440369,-11.42640786,53905,79.28929925,1.485665608,,,1.984232105,0.378627679,4.506154731,1.542410161,8.849830925,0.446371036,,,,,3.63365598,0.282020378,,,1.736829802,0.318597793,,,,,,,,,,,,
96,Sillica mixtures ,,0.320256989,1.5551601,0.535751432,0.638563906,1.092321207,6.900916097,-11.42189105,56682,84.26947594,1.16558196,,,,,0,2.71386411,7.719546556,0.597793469,,,,,1.771050692,0.369692268,,,3.421963751,0.591675751,2.817962505,0.812748261,,,,,,,,,,
97,Sillica mixtures ,,0.305943827,1.289420674,0.549877747,0.624131219,0.989071232,6.886938449,-11.41584432,54729,81.6311419,1.973351836,4.000526667,0.82740169,,,3.533357382,2.01713834,9.707608074,0.579666113,,,,,1.127362624,0.298608723,,,,,,,,,,,,,,,,
98,Sillica mixtures ,,0.372142199,1.672656564,0.568278722,0.688350321,1.235514167,6.902531708,-11.41114212,57009,87.75642514,2.335566469,,,,,1.70888938,2.484898269,8.766458929,0.639682217,,,,,1.768220961,0.386077398,,,,,,,,,,,,,,,,
99,Aluminosillicates,Si rich,0.908885755,1.474685878,0.962050722,1.07574592,1.142577757,6.916689244,-11.40720584,52464,82.72707462,1.874298416,,,,,4.211264476,2.001738735,8.620990813,0.523627922,,,,,,,,,4.440663755,0.507375551,,,,,,,,,,,,
Min,,,0.073354953,1.105116059,0.209365845,0.305611562,0.976668965,,,,63.37078214,,1.098846644,,0.720819086,,0,,0.546046812,,0.337920571,,0.561219361,,0.707956078,,0.361817074,,0.584992534,,1.077128015,,,,,,,,,,,
Max,,,23.97633465,2.671922637,5.209475405,5.525180307,4.604674979,,,,100,,6.575284153,,13.28307688,,8.940280974,,13.43242079,,0.337920571,,1.20668048,,6.445723027,,9.452487528,,26.63067579,,12.21725196,,,,,,,,,,,
Mean,,,2.36322101,1.545911241,1.230512423,1.365916983,1.393979436,,,,74.41150343,,2.71931352,,2.603199384,,4.035538383,,10.56603031,,0.337920571,,0.910697529,,2.894569547,,1.032328222,,4.330284487,,1.788146629,,,,,,,,,,,
Std Dev,,,3.955389534,0.340959467,1.03017505,1.074767766,0.610298952,,,,4.394469327,,1.204747722,,1.526759696,,1.793173776,,2.357339574,,0,,0.320556072,,1.427742513,,1.618895334,,3.854316538,,2.476748935,,,,,,,,,,,
Id,Class,Subclass,Area (æmý),Aspect Ratio,Breadth (æm),ECD (æm),Shape,Stage X,Stage Y,Count,O Wt%,O Wt% ?,Na Wt%,Na Wt% ?,Mg Wt%,Mg Wt% ?,Al Wt%,Al Wt% ?,Si Wt%,Si Wt% ?,P Wt%,P Wt% ?,Cl Wt%,Cl Wt% ?,K Wt%,K Wt% ?,Ca Wt%,Ca Wt% ?,Ti Wt%,Ti Wt% ?,Mn Wt%,Mn Wt% ?,Fe Wt%,Fe Wt% ?,Cu Wt%,Cu Wt% ?,Zn Wt%,Zn Wt% ?,,,,
101,False Si ,,0.187860245,1.900279166,0.358912877,0.489071664,1.198262975,5.379803224,-13.21058874,54951,93.16445589,0.762970699,,,,,,,6.835544109,0.762971025,,,,,,,,,,,,,,,,,,,,,,
102,Aluminosillicates,Si rich,0.325624424,1.487371381,0.549232416,0.643892766,1.074315912,5.366588146,-13.20492028,57288,83.98171067,1.894926466,,,,,5.186445266,2.003162168,8.738224208,0.547515554,,,,,,,2.093613148,0.321487081,,,,,,,,,,,,,,
103,Sillica mixtures ,,0.964349256,1.944270995,0.807553974,1.108082852,1.19286596,5.385030241,-13.2049042,58349,80.27882576,1.592276618,2.057016455,0.636256393,1.628252864,0.403171079,0.852126721,1.552122366,7.713440806,0.433637528,,,,,,,1.861643977,0.23424211,0.915853027,0.23622755,,,4.692842811,0.419344567,,,,,,,,
104,Oxygen only,,0.071565807,1.833755186,0.23747579,0.301861584,1.267825159,5.375297131,-13.20349686,55866,100,0.001082755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Sillica mixtures ,,0.556424153,1.800295307,0.645114738,0.841701393,1.190297016,5.378807737,-13.20344345,53845,80.57756424,1.799988374,2.640902251,0.755621167,1.597239822,0.483189942,2.031157911,1.776619256,7.873447239,0.481140008,,,,,,,1.464653015,0.268506934,,,,,3.815041482,0.447148923,,,,,,,,
106,Sillica mixtures ,,0.127029308,1.374368398,0.358912877,0.40216755,1.018660763,5.39321732,-13.19895649,54056,90.79601765,1.310296543,,,,,,,4.865244403,0.884701964,,,,,,,,,,,,,4.338737577,1.010466926,,,,,,,,
107,Sillica mixtures ,,0.293419811,1.343388099,0.549877747,0.611223123,0.982193002,5.369426786,-13.19302542,55585,81.67065978,1.034907065,,,3.049828112,0.613735709,0,2.141349018,8.698580414,0.550314272,,,,,,,2.997462824,0.375555642,,,,,3.58347334,0.561084552,,,,,,,,
108,Sillica mixtures ,,0.513484669,1.708694494,0.64552305,0.80857219,1.18694622,5.361042259,-13.19004877,53263,80.76744676,0.897891726,,,4.123929143,0.517438818,,,8.11663121,0.461908663,,,,,,,3.065021336,0.318101584,,,,,3.926984966,0.469068438,,,,,,,,
109,Aluminosillicates,Si rich,1.112848306,1.257286732,1.114202895,1.190345526,1.176629791,5.378163472,-13.18699137,57727,80.28995991,1.29119968,2.779645845,0.471512368,,,3.606305644,1.328495704,9.611851722,0.384996785,,,,,,,2.647188306,0.204360811,,,,,1.065043919,0.239936798,,,,,,,,
110,Metallic Fe,,3.86992104,1.662226421,1.824473793,2.219760461,1.170818228,5.384946814,-13.17855249,60051,60.09551883,1.089164894,,,,,0.498660561,0.875357632,0.927328039,0.156093249,,,,,,,,,7.008095831,0.285100983,0.56053903,0.171379268,29.85647023,0.803612731,1.053381525,0.2873383,,,,,,
111,Sillica mixtures ,,1.010867031,1.405904279,1.190128948,1.134493666,2.070300441,5.398443608,-13.20786121,58084,78.69573832,1.450888067,,,3.062589094,0.405382272,2.612328529,1.527980994,9.223896265,0.445142621,,,,,,,2.719385363,0.256922492,,,,,3.686073422,0.381325674,,,,,,,,
112,Sillica mixtures ,,6.551849676,1.712971674,2.349060742,2.888264894,1.34081605,5.406891956,-13.19091507,55672,73.07614088,1.00197196,,,3.956985846,0.28821195,1.286409143,0.937529001,10.49045399,0.365766068,,,,,,,3.993037716,0.202937122,0.759320706,0.139410119,,,6.437651813,0.327446545,,,,,,,,
113,Sillica mixtures ,,2.477966084,1.555684701,1.457362573,1.776244468,1.419335034,5.428539866,-13.18809713,53766,81.4545095,1.376178209,,,2.068081498,0.369755412,0.848138425,1.381140109,7.952392846,0.411718432,,,,,,,3.147837892,0.249704882,0.86885374,0.208723242,,,3.660181165,0.372657948,,,,,,,,
114,Aluminosillicates,Si rich,6.872106664,1.645221382,2.609384531,2.958012502,1.439225613,5.401874268,-13.18255585,54447,72.3557353,1.105727348,4.471121728,0.399114704,,,7.250996679,1.137179416,12.89411783,0.416890392,,,,,,,3.02803237,0.185250724,,,,,,,,,,,,,,
115,Aluminosillicates,Si rich,5.582132984,1.680141941,2.285966793,2.665969328,1.59370651,5.418045372,-13.17332588,61935,72.65615463,1.161871292,2.214766107,0.41219797,,,8.109151572,1.165601518,12.0358862,0.420984486,,,,,,,3.459313139,0.209567812,,,,,1.524727046,0.221867207,,,,,,,,
116,Aluminosillicates,Si rich,14.19686706,1.49015876,3.631892876,4.251589415,1.168904516,5.444107732,-13.20961684,54475,67.857939,0.92728883,1.744988561,0.271523534,1.865533739,0.186215807,3.714350611,0.789156463,12.94921786,0.367265637,,,,,0.569873629,0.093693542,3.306313604,0.157944032,1.790920272,0.133358513,,,6.200858206,0.276995008,,,,,,,,
117,Aluminosillicates,Si rich,0.567159024,2.006764453,0.634077575,0.849781912,1.281238772,5.475178606,-13.20376588,57704,84.75006819,1.670475863,,,,,4.800174013,1.756494306,8.671277761,0.48879548,,,,,,,1.778481342,0.284234132,,,,,,,,,,,,,,
118,Aluminosillicates,Si rich,7.151213313,1.528211074,2.802852664,3.017483651,3.30768924,5.451063346,-13.20215029,61915,74.75935817,0.974521972,,,2.962001972,0.266909366,2.674723789,0.921836123,9.289836138,0.330318487,,,,,,,2.688020468,0.171606336,1.166051067,0.156819425,,,6.459997594,0.326515618,,,,,,,,
119,Sillica mixtures ,,5.279767448,1.600452456,2.24824546,2.592760826,1.824327945,5.441754153,-13.2010377,53323,74.1894722,1.179185323,,,3.402075917,0.312299817,1.96670685,1.118510403,10.08090079,0.4073082,,,,,,,3.703171015,0.227342965,0.958381593,0.170357304,,,4.57331799,0.325875822,1.125961542,0.319267483,,,,,,
120,Aluminosillicates,Si rich,0.356039892,1.699672241,0.507579459,0.67329345,1.049699741,5.464559226,-13.1896295,57984,81.22204542,1.898218691,2.378532663,0.759747764,,,5.516349897,1.901301369,7.456447929,0.497541763,,,,,,,2.374537848,0.307250768,,,,,1.052077767,0.362851075,,,,,,,,
121,Aluminosillicates,Si rich,4.73228902,1.731561902,2.165274383,2.454656293,1.599140867,5.472083061,-13.18795604,53875,76.35638118,1.041257102,2.997008152,0.379470922,1.453965902,0.230119983,2.884798124,1.002196316,9.426899254,0.334589067,,,,,,,2.42587775,0.162426673,0.892836507,0.142311654,,,3.562222049,0.256161368,,,,,,,,
122,Sillica mixtures ,,0.404346812,1.758845165,0.589541864,0.717516795,1.471345994,5.447037109,-13.1863011,57764,78.88489366,2.009066194,,,4.302553087,0.592019036,4.305308312,2.160625905,5.161679164,0.473294919,,,,,,,,,,,,,7.345564663,0.606340636,,,,,,,,
123,Sillica mixtures ,,0.2415346,1.346191132,0.507579459,0.554555141,1.027671443,5.455061825,-13.18251112,56974,84.80921388,1.221666951,5.260691792,1.126838289,,,0,2.781842463,9.930096567,0.649589393,,,,,,,,,,,,,,,,,,,,,,
124,Sillica mixtures ,,0.735338672,1.571650665,0.79519508,0.967606467,1.11609961,5.442413495,-13.18217048,54875,80.73678017,1.604975015,,,2.886849269,0.491676806,2.424205653,1.648002677,8.335187286,0.483204331,,,,,,,1.890150085,0.265570404,,,,,3.726835921,0.435754517,,,,,,,,
125,Aluminosillicates,Si rich,0.264793488,1.3300674,0.548978696,0.580642351,1.099534168,5.472391047,-13.17835331,54394,80.45259714,1.801099628,3.494494408,0.758223375,,,5.162044987,1.818545908,9.219854325,0.535306334,,,,,,,1.671014912,0.284723425,,,,,,,,,,,,,,
126,Aluminosillicates,Si rich,5.78430639,1.643797481,2.487614939,2.713817908,1.574040115,5.464648624,-13.17778564,57973,72.07381725,1.00973649,2.068469301,0.304652494,,,9.40111205,1.0241827,11.01841778,0.344004715,,,,,,,4.672362655,0.200294307,,,,,0.76581696,0.153136393,,,,,,,,
127,Aluminosillicates,Si rich,2.708765814,1.197319197,1.776528106,1.857123515,1.181233853,5.452786013,-13.17177451,58606,75.51396489,1.232931856,3.453826532,0.451458618,1.147464942,0.269581797,5.047829449,1.263645012,11.39505431,0.413123053,,,,,,,2.433178388,0.188368978,,,,,1.008674409,0.234383857,,,,,,,,
129,Sillica mixtures ,,0.078722388,1.264906513,0.299094064,0.316595101,1.013596872,5.507386245,-13.21106244,59994,86.35427952,1.035707258,,,,,,,7.68205449,0.662081549,,,,,,,,,,,,,5.963660404,0.826407596,,,,,,,,
130,Aluminosillicates,Si rich,3.122058352,1.221130049,1.907634149,1.993772343,1.133125755,5.490495653,-13.20680147,58072,76.21836066,0.880032498,3.174044937,0.354727567,,,2.69733388,0.856609829,14.94145542,0.389632536,,,,,1.277994365,0.131661014,0.322579499,0.105263793,,,,,1.368223969,0.179751497,,,,,,,,
131,Aluminosillicates,Si rich,0.352461602,1.772920976,0.528116688,0.669901522,1.208714881,5.475808579,-13.20380247,60369,81.50996566,1.514041517,2.99188178,0.60463557,,,4.625346512,1.535146497,8.283402026,0.425891019,,,,,,,2.589392476,0.242592138,,,,,,,,,,,,,,
132,False Si ,,0.248691181,2.799104177,0.365166584,0.562710801,1.727509053,5.502828881,-13.20113672,57255,94.95088458,1.160526369,,,,,,,5.049113557,1.160526276,,,,,,,,,,,,,,,,,,,,,,
133,Aluminosillicates,Si rich,34.95810781,1.301182884,6.529061791,6.671584915,2.556194556,5.49776195,-13.20394446,53854,66.42913818,0.946753006,1.299451478,0.261970726,3.365216032,0.214584987,3.160195798,0.786024705,12.74362355,0.36681199,,,,,0.378151331,0.087108684,4.632360488,0.186812715,1.482782792,0.132650824,,,6.509071589,0.278493762,,,,,,,,
134,Sillica mixtures ,,0.284474085,1.372104983,0.538369316,0.601833577,1.023465766,5.510185666,-13.20014056,53866,84.77397561,1.005129516,,,2.686354704,0.618964154,0,2.355245873,8.754810691,0.558275171,,,,,,,1.674070582,0.347755477,,,,,2.110794,0.54111057,,,,,,,,
135,Sillica mixtures ,,0.073354953,1.39749723,0.338386306,0.305611562,2.668781258,5.499863195,-13.19962336,54072,79.95642424,3.446047753,,,,,2.669184841,3.852591291,14.77338076,1.246949006,,,,,2.601019666,0.744591234,,,,,,,,,,,,,,,,
136,Sillica mixtures ,,0.085878969,1.334143141,0.299094064,0.330672798,0.973234885,5.508618878,-13.18622932,54243,87.99182177,2.937547676,,,,,1.62726678,3.135929629,8.248488605,0.752064725,,,,,,,2.132418938,0.491554756,,,,,,,,,,,,,,
137,Aluminosillicates,Si rich,3.53892918,1.469804509,1.817335034,2.12271161,1.381785646,5.493942115,-13.18648728,53819,67.66238213,1.219892595,1.792209037,0.441958476,1.498171873,0.287244539,4.011895135,1.019071043,7.877839357,0.352442171,,,,,0.394709222,0.133038184,0.606878428,0.138952548,2.571281046,0.212032604,,,13.58463615,0.542465225,,,,,,,,
138,Aluminosillicates,Si rich,0.726392946,1.131067435,0.946068795,0.961702773,1.06745069,5.507786691,-13.17722237,58743,77.74569988,1.510543935,3.826164827,0.651245611,,,5.346749723,1.525277272,10.80456525,0.500106998,,,,,,,,,,,,,2.276822925,0.372446724,,,,,,,,
139,Sillica mixtures ,,1.026969337,1.659652858,1.031110258,1.143493757,1.437253716,5.506333424,-13.17244724,55627,78.73418331,1.282659918,,,4.613202065,0.419759611,1.388753392,1.296442933,8.760454506,0.418069353,,,,,,,3.67841199,0.268257922,,,,,2.825001627,0.35185006,,,,,,,,
141,Aluminosillicates,Si rich,0.776489011,1.439529415,0.845965765,0.994312081,1.097312588,5.375593126,-13.16100447,54099,81.20962381,1.693616807,3.438811749,0.671844417,,,3.891628981,1.737210155,9.368991852,0.492015947,,,,,,,2.090952173,0.276000146,,,,,,,,,,,,,,
142,Ca rich,,3.299183725,1.286603903,1.861124682,2.04954902,1.097699544,5.382137945,-13.15738837,62535,78.50369811,0.88746082,,,,,0.350234029,0.731974887,1.296715625,0.151692762,5.782182142,0.466839597,,,,,13.30457777,0.404314976,,,,,0.762594724,0.175330509,,,,,,,,
143,Aluminosillicates,Si rich,3.757204893,1.482251606,1.945721259,2.187194973,1.301510479,5.380852934,-13.15231662,55497,72.58573771,0.974793546,,,,,1.889782213,0.898725446,8.782109618,0.335632754,,,,,,,,,3.472185135,0.220113178,,,13.27018142,0.486120721,,,,,,,,
144,Sillica mixtures ,,3.016498786,1.357686595,1.778263641,1.959776911,1.243947128,5.376535967,-13.13816029,55177,73.0891645,0.977744348,,,4.972976074,0.307107996,1.240590494,0.87090414,10.50729603,0.365728955,,,,,,,5.209423974,0.233327434,0.709816301,0.138442777,,,4.270737246,0.276439334,,,,,,,,
146,Aluminosillicates,Si rich,3.826981556,1.690518347,1.891799241,2.207411211,1.405195711,5.416612765,-13.16539731,52275,75.64941049,1.119131129,,,3.486280516,0.320612942,4.329131171,1.13018211,10.12754664,0.388731505,,,,,,,3.288770095,0.213053683,,,,,3.118854202,0.286687771,,,,,,,,
148,Aluminosillicates,Si rich,0.654827139,1.212594747,0.862944321,0.913100108,1.058551469,5.412611972,-13.15758475,58325,81.70817494,1.594914496,3.346548975,0.669014128,,,3.755492717,1.602691226,9.601367265,0.481554028,,,,,0.886920467,0.233176071,0.701490929,0.22270889,,,,,,,,,,,,,,
149,Sillica mixtures ,,1.43131615,1.900736372,1.057457206,1.349966045,1.348488111,5.428452458,-13.15080914,55274,80.37772179,1.254420914,,,2.561556548,0.35398223,1.045754179,1.233605761,8.022818714,0.388912158,,,,,,,2.915195003,0.231854594,1.000783406,0.202283356,,,4.076179489,0.356175122,,,,,,,,
150,Aluminosillicates,Si rich,2.172022257,1.830401083,1.23863618,1.662980646,1.206408165,5.42427966,-13.14210886,54042,77.42258906,1.099228673,2.142675221,0.358086475,,,7.275506854,1.127268746,9.393662959,0.338589796,,,,,,,3.765566647,0.196905597,,,,,,,,,,,,,,
151,Sillica mixtures ,,1.304286842,1.219554,1.256195071,1.288669696,1.220641306,5.420799969,-13.1385668,56426,78.09759378,1.532358024,2.784080058,0.625279173,1.80213768,0.404973142,3.091399372,1.527819782,8.702947199,0.441914052,,,,,,,1.37276724,0.218435796,,,,,4.149072245,0.396418618,,,,,,,,
152,Aluminosillicates,Si rich,5.548139226,1.43007456,2.37451705,2.657839397,1.177290918,5.413734048,-13.13791239,60894,73.52786064,0.922987051,2.579940856,0.321516208,1.208633278,0.192118436,3.246260807,0.825360138,11.77221686,0.354560046,,,,,0.597195514,0.103996089,2.011820115,0.134908513,0.725588202,0.117976347,,,4.330478236,0.241090241,,,,,,,,
153,Aluminosillicates,Si rich,2.887680332,1.172151741,1.896488121,1.917474587,1.360209863,5.457520459,-13.17160883,53991,72.62922525,1.092096884,4.44467105,0.412581116,,,6.383547932,1.113641076,11.39658168,0.38232978,,,,,,,2.196302637,0.167159294,,,,,2.94966884,0.252876547,,,,,,,,
154,Sillica mixtures ,,1.905439624,1.480359694,1.311246935,1.557588225,1.104230588,5.447388052,-13.16432327,52505,76.18647218,1.123651769,,,4.051397741,0.343488157,0.15498437,1.070440933,9.490657598,0.389845017,,,,,,,3.884684294,0.23100595,0.598841626,0.166964415,,,5.632955581,0.357731641,,,,,,,,
155,Sillica mixtures ,,2.265057807,1.235158974,1.679391695,1.698222945,1.352284754,5.46341164,-13.14857979,56208,80.03801703,1.52151864,,,3.063419275,0.415659184,2.011596411,1.551724132,9.422461689,0.455674389,,,,,,,1.570941135,0.221991772,,,,,3.583308682,0.391474878,,,0.310260127,0.466220081,,,,
156,Metallic Fe,,0.311311263,1.418387946,0.549877747,0.629582251,1.039384774,5.471525639,-13.14626999,61168,77.71441936,0.93524456,,,,,,,1.074435096,0.271493196,,,,,,,,,8.731365949,0.4677244,,,12.47977093,0.653287163,,,,,,,,
157,Metallic Fe,,0.418659974,1.494034738,0.700386493,0.730105769,1.581975949,5.469952441,-13.14369476,54585,73.34774733,1.05139045,,,,,,,2.996003814,0.361430482,,,,,,,,,2.620997094,0.34531923,,,21.035254,0.890436862,,,,,,,,
158,Aluminosillicates+NaCl,,5.737788616,2.13893526,1.961227822,2.702883528,1.554020328,5.439619766,-13.14222575,56827,75.21256208,0.967428274,2.125338092,0.307610957,,,8.108151704,0.93419319,9.307611734,0.308567332,,,0.376043515,0.105795742,,,3.27819027,0.163124432,0.389914354,0.105895265,,,1.202181913,0.167590834,,,,,,,,
159,Sillica mixtures ,,0.146709905,1.347688089,0.41873169,0.432200015,1.18575526,5.440283947,-13.13824758,60866,79.57828641,1.56268049,,,3.112981096,0.432863506,1.907560602,1.644966379,9.518022835,0.484258216,,,,,,,2.593730204,0.270920154,,,,,3.289424628,0.414050883,,,,,,,,
160,Sillica mixtures ,,0.116294437,1.346191132,0.338386306,0.384799527,0.999760469,5.439601688,-13.1365155,56884,85.23406982,1.942504384,,,,,1.78736262,1.990060881,5.027468503,0.457595102,,,,,,,1.01515213,0.281511457,2.911702543,0.402829051,,,4.024241865,0.526986877,,,,,,,,
161,Sillica mixtures ,,0.366774763,1.258207968,0.628033589,0.683368226,1.059767915,5.447300205,-13.13657573,57401,83.60816836,2.016512118,,,,,3.856924549,2.10874062,7.152454555,0.550462399,,,,,,,1.37159517,0.332220667,,,,,4.010859877,0.538613368,,,,,,,,
162,Metallic Fe,,2.295473275,1.430246586,1.52241451,1.709586894,1.266959013,5.50797221,-13.16979575,53803,67.34450459,1.199903339,,,,,1.390038896,1.102887001,2.757901885,0.247592106,,,,,,,,,5.749557912,0.311954506,,,22.75799811,0.774284173,,,,,,,,
163,Aluminosillicates,Si rich,3.671325924,1.434565,1.90342297,2.162053965,1.124096033,5.482549593,-13.16941095,55080,74.26022887,1.150341611,4.542957619,0.430016685,,,5.611814559,1.138076279,11.83854789,0.416832231,,,,,,,2.40741279,0.173291995,0.371875358,0.125243037,,,0.967172068,0.188946538,,,,,,,,
164,Sillica mixtures ,,2.968191866,1.390630523,1.743039917,1.944021414,1.141424006,5.507578404,-13.16565175,60108,73.00296426,0.98469248,1.12333633,0.367921917,0.872800313,0.204591104,1.208129991,0.797727332,6.671524793,0.266653695,,,,,0.581097882,0.103504956,0.716277771,0.103155512,6.074630469,0.254117418,,,8.990605175,0.363305421,0.758638186,0.228255149,,,,,,
165,Aluminosillicates,Si rich,0.538532701,1.487406761,0.710899236,0.828058652,1.096882876,5.495388657,-13.16319473,58838,80.50136566,1.844745129,2.621765435,0.770186493,,,4.678260162,1.850602776,9.343669564,0.531473756,,,,,,,1.704569161,0.283530075,,,,,1.150374953,0.390354916,,,,,,,,
166,Sillica mixtures ,,0.357829037,1.215615533,0.650038474,0.674983023,1.063293325,5.498378965,-13.1591246,60472,82.6559484,1.715302281,,,1.947793737,0.48018829,2.154949307,1.771979034,7.946390659,0.480714906,,,,,,,1.554137934,0.281652273,,,,,3.74077484,0.464822445,,,,,,,,
167,Metallic Fe,,0.364985618,1.548834793,0.568278722,0.681699437,1.097219482,5.504638678,-13.15897789,59865,74.52989221,1.107459143,,,,,,,1.830124855,0.350845396,,,,,,,,,4.689492285,0.403803913,,,18.95049065,0.90576224,,,,,,,,
168,Aluminosillicates,Si rich,0.227221439,1.351835135,0.504525031,0.53787296,1.092406652,5.482935346,-13.15765075,56646,79.93545532,1.923371293,3.84279713,0.767453294,,,4.844401032,1.988318749,10.09635851,0.572924642,,,,,,,1.280997787,0.295382342,,,,,,,,,,,,,,
169,Sillica mixtures ,,1.685374766,1.251551023,1.439009004,1.464884228,1.399887555,5.500381552,-13.15036247,58522,76.78061128,1.132080331,,,3.949953243,0.35325177,1.691648737,1.052098814,8.217475563,0.370204262,,,,,,,3.186827898,0.218857336,0.829441473,0.182951638,,,5.344043672,0.367563264,,,,,,,,
170,Sillica mixtures ,,3.605127552,1.433288347,1.90342297,2.142473095,1.293518981,5.511206914,-13.14939763,57895,76.67556405,1.269416139,,,2.07339786,0.334064569,1.520748716,1.255328674,9.957679361,0.433025556,,,,,,,2.088265307,0.203754287,1.525485329,0.206741085,,,6.158863753,0.396852195,,,,,,,,
171,Sillica mixtures ,,0.941090368,1.500314582,0.964340428,1.094638512,1.188708302,5.485487407,-13.14875999,55208,79.10692692,1.71867311,2.257039025,0.699342508,1.608242467,0.433483487,2.882167511,1.714580134,9.657471627,0.510860886,,,,,,,1.79552678,0.259212404,,,,,2.692621574,0.418318296,,,,,,,,
